N0010,2.800000,2.800000,2.800000,2.900000,3.000000,3.000000,3.000000,3.000000,3.000000,3.100000,3.000000
N0111,1.500000,1.600000,1.700000,1.800000,1.900000,2.000000,2.100000,2.100000,2.200000,2.200000,2.300000
N0112,1.200000,1.300000,1.400000,1.500000,1.600000,1.600000,1.700000,1.700000,1.800000,1.800000,1.900000
N0121,0.600000,0.700000,0.700000,0.700000,0.800000,0.800000,0.800000,0.800000,0.800000,0.800000,0.800000
N0122,1.500000,1.600000,1.700000,1.700000,1.800000,1.800000,1.900000,1.900000,1.900000,1.900000,2.000000
N0123,0.500000,0.500000,0.500000,0.500000,0.600000,0.600000,0.600000,0.600000,0.600000,0.600000,0.600000
N0130,0.200000,0.300000,0.300000,0.300000,0.300000,0.300000,0.300000,0.400000,0.400000,0.400000,0.400000
N0211,0.600000,0.600000,0.600000,0.600000,0.600000,0.600000,0.700000,0.700000,0.700000,0.700000,0.700000
N0213,1.100000,1.100000,1.200000,1.300000,1.300000,1.400000,1.400000,1.500000,1.500000,1.600000,1.600000
N0311,1.100000,1.100000,1.100000,1.100000,1.200000,1.200000,1.200000,1.200000,1.200000,1.200000,1.200000
N0312,0.500000,0.600000,0.600000,0.600000,0.700000,0.700000,0.700000,0.700000,0.700000,0.700000,0.700000
N0313,1.200000,1.200000,1.300000,1.300000,1.300000,1.300000,1.300000,1.300000,1.300000,1.300000,1.300000
N0314,1.100000,1.200000,1.200000,1.200000,1.200000,1.200000,1.200000,1.200000,1.200000,1.200000,1.200000
N0410,0.900000,0.900000,1.000000,1.000000,1.100000,1.100000,1.200000,1.300000,1.300000,1.300000,1.300000
N0510,0.400000,0.400000,0.400000,0.400000,0.400000,0.400000,0.400000,0.400000,0.400000,0.500000,0.500000
N0611,2.700000,2.700000,2.800000,3.000000,3.200000,3.300000,3.400000,3.400000,3.500000,3.600000,3.600000
N0621,8.500000,8.400000,8.500000,8.600000,8.800000,9.000000,9.000000,9.100000,9.200000,9.200000,9.200000
N0631,2.500000,2.400000,2.400000,2.400000,2.500000,2.500000,2.600000,2.600000,2.700000,2.700000,2.800000
N0632,1.100000,1.200000,1.200000,1.300000,1.300000,1.300000,1.400000,1.400000,1.400000,1.500000,1.500000
N0640,0.200000,0.200000,0.200000,0.200000,0.200000,0.200000,0.300000,0.300000,0.300000,0.200000,0.200000
N0650,0.400000,0.400000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
N0711,1.400000,1.400000,1.400000,1.500000,1.500000,1.600000,1.600000,1.600000,1.700000,1.700000,1.700000
N0712,2.900000,3.000000,3.200000,3.300000,3.400000,3.500000,3.500000,3.600000,3.700000,3.700000,3.800000
N0713,0.600000,0.600000,0.600000,0.600000,0.600000,0.600000,0.600000,0.600000,0.600000,0.700000,0.700000
N0721,0.700000,0.700000,0.800000,0.800000,0.900000,1.000000,1.000000,1.000000,1.000000,1.100000,1.100000
N0811,0.200000,0.200000,0.200000,0.200000,0.300000,0.300000,0.300000,0.300000,0.300000,0.300000,0.300000
N0910,1.800000,1.900000,1.900000,2.000000,2.200000,2.300000,2.500000,2.500000,2.600000,2.600000,2.700000
N1111,5.000000,5.000000,4.900000,5.000000,5.100000,5.200000,5.200000,5.300000,5.400000,5.400000,5.500000
N1112,1.700000,1.700000,1.800000,1.800000,1.800000,1.900000,1.900000,1.900000,1.900000,2.000000,2.000000
N1114,2.700000,2.600000,2.600000,2.700000,2.700000,2.800000,2.800000,2.800000,2.900000,2.900000,2.900000
N1121,2.200000,2.100000,2.000000,2.000000,2.100000,2.000000,2.100000,2.000000,2.000000,2.000000,1.900000
N1122,3.800000,3.600000,3.700000,3.600000,3.800000,3.800000,3.800000,3.800000,3.800000,3.800000,3.800000
N1211,0.400000,0.400000,0.400000,0.500000,0.500000,0.500000,0.600000,0.600000,0.600000,0.600000,0.600000
N1212,0.700000,0.800000,0.900000,1.000000,1.000000,1.100000,1.200000,1.200000,1.300000,1.300000,1.300000
N1213,1.500000,1.600000,1.700000,1.800000,1.900000,2.100000,2.200000,2.200000,2.300000,2.400000,2.500000
N1221,6.500000,6.600000,6.900000,7.100000,7.300000,7.500000,7.700000,7.800000,7.900000,7.900000,7.900000
N1223,0.700000,0.800000,0.800000,0.800000,0.900000,0.900000,0.900000,0.900000,0.900000,0.900000,0.900000
N1224,0.800000,0.800000,0.800000,0.800000,0.800000,0.900000,0.900000,0.900000,0.900000,0.900000,0.900000
N1225,1.100000,1.100000,1.200000,1.200000,1.200000,1.300000,1.300000,1.300000,1.300000,1.300000,1.300000
