N8410,"Mine Service Workers And Operators In Oil And Gas Drilling","8411 - Underground Mine Service and Support Workers; 8412 - Oil and Gas Well Drilling Workers and Services Operators"
N8420,"Logging And Forestry Workers","8421 - Chain-saw and Skidder Operators; 8422 - Silviculture and Forestry Workers"
N8430,"Agriculture And Horticulture Workers","8431 - General Farm Workers; 8432 - Nursery and Greenhouse Workers"
N8440,"Other Fishing And Trapping Occupations","8441 - Fishing Vessel Deckhands; 8442 - Trappers and Hunters"
N8611,"Harvesting, Aquaculture Labourers & Logging and Forestry Labourers","8611 - Harvesting Labourers; 8613 - Aquaculture and Marine Harvest Labourers; 8616 - Logging and Forestry Labourers"
N8612,"Landscaping and Grounds Maintenance Labourers","8612 - Landscaping and Grounds Maintenance Labourers"
N8614,"Mine Labourers & Oil and Gas Drilling, Servicing and Related Labourers","8614 - Mine Labourers; 8615 - Oil and Gas Drilling, Servicing and Related Labourers"
N9211,"Supervisors, Mineral and Metal Processing & Petroleum, Gas and Chemical Processing and Utilities","9211 - Supervisors, Mineral and Metal Processing; 9212 - Supervisors, Petroleum, Gas and Chemical Processing and Utilities"
N9213,"Other Supervisors, Processing Occupations","9213 - Supervisors, Food, Beverage and Tobacco Processing; 9214 - Supervisors, Plastic and Rubber Products Manufacturing; 9215 - Supervisors, Forest Products Processing; 9216 - Supervisors, Textile Processing"
N9220,"Supervisors, Assembly And Fabrication","9221 - Supervisors, Motor Vehicle Assembling; 9222 - Supervisors, Electronics Manufacturing; 9223 - Supervisors, Electrical Products Manufacturing; 9224 - Supervisors, Furniture and Fixtures Manufacturing; 9225 - Supervisors, Fabric, Fur and Leather Products Manufacturing; 9226 - Supervisors, Other Mechanical and Metal Products Manufacturing"
N9230,"Central Control And Process Operators In Manufacturing And Processing","9231 - Central Control and Process Operators, Mineral and Metal Processing; 9232 - Petroleum, Gas and Chemical Process Operators; 9233 - Pulping Control Operators; 9234 - Papermaking and Coating Control Operators"
N9410,"Machine Operators And Related Workers In Metal And Mineral Products Processing","9411 - Machine Operators, Mineral and Metal Processing; 9412 - Foundry Workers; 9413 - Glass Forming and Finishing Machine Operators and Glass Cutters; 9414 - Concrete, Clay and Stone Forming Operators; 9415 - Inspectors and Testers, Mineral and Metal Processing"
N9421,"Chemical Plant Machine Operators & Water and Waste Plant Operators","9421 - Chemical Plant Machine Operators; 9424 - Water and Waste Plant Operators"
N9422,"Plastics & Rubber Processing Machine Operators","9422 - Plastics Processing Machine Operators; 9423 - Rubber Processing Machine Operators and Related Workers"
N9431,"Sawmill Machine Operators & Other Wood Processing Machine Operators and Inspectors","9431 - Sawmill Machine Operators; 9434 - Other Wood Processing Machine Operators; 9436 - Lumber Graders and Other Wood Processing Inspectors and Graders"
N9432,"Pulp Mill Machine, Papermaking and Finishing Machine & Paper Converting Machine Operators","9432 - Pulp Mill Machine Operators; 9433 - Papermaking and Finishing Machine Operators; 9435 - Paper Converting Machine Operators"
N9440,"Machine Operators And Related Workers In Textile Processing","9441 - Textile Fibre and Yarn Preparation Machine Operators; 9442 - Weavers, Knitters and Other Fabric-Making Occupations; 9443 - Textile Dyeing and Finishing Machine Operators; 9444 - Textile Inspectors, Graders and Samplers"
N9450,"Machine Operators And Related Workers In Fabric, Fur And Leather","9451 - Sewing Machine Operators; 9452 - Fabric, Fur and Leather Cutters; 9453 - Hide and Pelt Processing Workers; 9454 - Inspectors and Testers, Fabric, Fur and Leather Products Manufacturing"
N9460,"Machine Operators And Related Workers In Food, Beverage And Tobacco Processing","9461 - Process Control and Machine Operators, Food and Beverage Processing; 9462 - Industrial Butchers and Meat Cutters, Poultry Preparers and Related Workers; 9463 - Fish Plant Workers; 9464 - Tobacco Processing Machine Operators; 9465 - Testers and Graders, Food and Beverage Processing"
N9470,"Printing Machine Operators And Related Occupations","9471 - Printing Machine Operators; 9472 - Camera, Platemaking and Other Pre-Press Occupations; 9473 - Binding and Finishing Machine Operators; 9474 - Photographic and Film Processors"
N9481,"Aircraft Assemblers and Aircraft Assembly Inspectors","9481 - Aircraft Assemblers and Aircraft Assembly Inspectors"
N9482,"Motor Vehicle Assemblers, Inspectors and Testers","9482 - Motor Vehicle Assemblers, Inspectors and Testers"
N9483,"Electronics Assemblers, Fabricators, Inspectors and Testers","9483 - Electronics Assemblers, Fabricators, Inspectors and Testers"
N9484,"Assemblers and Inspectors, Other Mechanical and Electrical","9484 - Assemblers and Inspectors, Electrical Appliance, Apparatus and Equipment Manufacturing; 9485 - Assemblers, Fabricators and Inspectors, Industrial Electrical Motors and Transformers; 9486 - Mechanical Assemblers and Inspectors; 9487 - Machine Operators and Inspectors, Electrical Apparatus Manufacturing"
N9490,"Other Assembly And Related Occupations","9491 - Boat Assemblers and Inspectors; 9492 - Furniture and Fixture Assemblers and Inspectors; 9493 - Other Wood Products Assemblers and Inspectors; 9494 - Furniture Finishers and Refinishers; 9495 - Plastic Products Assemblers, Finishers and Inspectors; 9496 - Painters and Coaters, Manufacturing"
N9510,"Machining, Metalworking, Woodworking And Related Machine Operators","9511 - Machining Tool Operators; 9512 - Forging Machine Operators; 9513 - Woodworking Machine Operators; 9514 - Metalworking Machine Operators; 9516 - Other Metal Products Machine Operators; 9517 - Other Products Machine Operators"
N9611,"Labourers in Mineral and Metal Processing & Metal Fabrication","9611 - Labourers in Mineral and Metal Processing; 9612 - Labourers in Metal Fabrication"
N9613,"Labourers in Chemical Products Processing and Utilities & in Rubber and Plastic Products Manufacturing","9613 - Labourers in Chemical Products Processing and Utilities; 9615 - Labourers in Rubber and Plastic Products Manufacturing"
N9614,"Labourers in Wood, Pulp and Paper Processing","9614 - Labourers in Wood, Pulp and Paper Processing"
N9616,"Labourers in Textile Processing and Other Labourers","9616 - Labourers in Textile Processing; 9619 - Other Labourers in Processing, Manufacturing and Utilities"
N9617,"Labourers in Food, Beverage and Tobacco Processing & in Fish Processing","9617 - Labourers in Food, Beverage and Tobacco Processing; 9618 - Labourers in Fish Processing"
