N0010,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000
N0111,2.600000,2.700000,2.700000,2.700000,2.700000,2.700000,2.700000,2.700000,2.800000,2.800000,2.800000
N0112,2.100000,2.200000,2.200000,2.200000,2.300000,2.300000,2.300000,2.300000,2.300000,2.300000,2.300000
N0121,0.800000,0.800000,0.800000,0.800000,0.800000,0.800000,0.800000,0.900000,0.900000,0.900000,0.900000
N0122,2.300000,2.400000,2.400000,2.400000,2.400000,2.400000,2.400000,2.400000,2.400000,2.400000,2.400000
N0123,0.600000,0.700000,0.700000,0.700000,0.700000,0.700000,0.700000,0.700000,0.700000,0.700000,0.700000
N0130,0.800000,0.800000,0.800000,0.800000,0.800000,0.800000,0.800000,0.800000,0.800000,0.800000,0.800000
N0211,1.100000,1.200000,1.200000,1.200000,1.200000,1.200000,1.200000,1.200000,1.200000,1.200000,1.300000
N0213,2.400000,2.400000,2.400000,2.400000,2.400000,2.400000,2.400000,2.400000,2.500000,2.500000,2.500000
N0311,1.200000,1.200000,1.300000,1.200000,1.300000,1.200000,1.300000,1.300000,1.300000,1.300000,1.300000
N0312,0.800000,0.900000,0.900000,0.900000,0.900000,0.900000,0.900000,0.900000,0.900000,0.900000,0.900000
N0313,1.400000,1.400000,1.500000,1.400000,1.400000,1.400000,1.400000,1.400000,1.400000,1.400000,1.400000
N0314,1.500000,1.600000,1.600000,1.600000,1.600000,1.600000,1.600000,1.700000,1.700000,1.700000,1.700000
N0410,1.800000,1.800000,1.800000,1.800000,1.800000,1.800000,1.800000,1.800000,1.800000,1.800000,1.800000
N0510,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
N0611,4.200000,4.400000,4.500000,4.400000,4.500000,4.500000,4.500000,4.600000,4.600000,4.600000,4.700000
N0621,7.300000,7.600000,7.700000,7.700000,7.800000,7.800000,7.900000,8.000000,8.000000,8.100000,8.200000
N0631,3.700000,4.800000,4.900000,4.800000,4.900000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000
N0632,1.900000,1.900000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
N0640,0.300000,0.300000,0.300000,0.300000,0.300000,0.300000,0.300000,0.300000,0.300000,0.300000,0.300000
N0650,0.800000,0.900000,0.900000,0.900000,0.900000,0.900000,0.900000,0.900000,0.900000,0.900000,0.900000
N0711,2.600000,2.700000,2.700000,2.700000,2.800000,2.800000,2.800000,2.800000,2.800000,2.800000,2.800000
N0712,5.000000,5.300000,5.300000,5.300000,5.400000,5.400000,5.400000,5.500000,5.500000,5.500000,5.600000
N0713,0.800000,0.800000,0.800000,0.800000,0.800000,0.800000,0.800000,0.800000,0.700000,0.700000,0.700000
N0721,1.500000,1.500000,1.500000,1.500000,1.500000,1.500000,1.600000,1.600000,1.600000,1.600000,1.600000
N0811,0.400000,0.400000,0.400000,0.400000,0.400000,0.400000,0.400000,0.500000,0.500000,0.500000,0.500000
N0910,2.600000,2.700000,2.700000,2.700000,2.700000,2.700000,2.700000,2.700000,2.700000,2.700000,2.800000
N1111,8.200000,8.300000,8.600000,8.500000,8.600000,8.700000,8.800000,8.800000,8.900000,8.900000,9.000000
N1112,3.000000,3.000000,3.200000,3.100000,3.100000,3.200000,3.200000,3.200000,3.200000,3.200000,3.200000
N1114,3.800000,3.800000,3.900000,3.900000,3.900000,3.900000,4.000000,4.000000,4.000000,4.000000,4.000000
N1121,3.900000,4.000000,4.100000,4.000000,4.000000,4.100000,4.100000,4.100000,4.100000,4.100000,4.200000
N1122,6.200000,6.200000,6.300000,6.300000,6.300000,6.400000,6.400000,6.400000,6.400000,6.400000,6.500000
N1211,0.600000,0.600000,0.600000,0.600000,0.600000,0.600000,0.600000,0.600000,0.600000,0.600000,0.600000
N1212,1.800000,1.800000,1.800000,1.800000,1.900000,1.900000,1.900000,1.900000,1.900000,1.900000,1.900000
N1213,3.400000,3.600000,3.700000,3.700000,3.800000,3.800000,3.800000,3.800000,3.900000,3.900000,3.900000
