N7213,23.2,1.7,5.7,1,8.7,1.6,0,5,7,BALANCE,À L'ÉQUILIBRE,BALANCE,À L'ÉQUILIBRE
N7215,20.2,1.5,5,1,7.3,3,1,4,8,BALANCE,À L'ÉQUILIBRE,BALANCE,À L'ÉQUILIBRE
N7216,58.6,4.6,14.6,3,22,4.9,0,13,18.1,BALANCE,À L'ÉQUILIBRE,BALANCE,À L'ÉQUILIBRE
N7217,40.5,5.6,10.4,2,17.9,3,0,8,11.3,SHORTAGE,PÉNURIE,SHORTAGE,PÉNURIE
N7219,61.9,7.3,15.9,3,26.2,7,1,14,22.2,BALANCE,À L'ÉQUILIBRE,BALANCE,À L'ÉQUILIBRE
N7220,35.8,0.8,9.9,2,12.7,2.1,0,13,16,SHORTAGE,PÉNURIE,SHORTAGE,PÉNURIE
N7230,60.8,2.7,11.7,2.8,17.2,9.7,4.9,3,17.5,BALANCE,À L'ÉQUILIBRE,BALANCE,À L'ÉQUILIBRE
N7241,88,20.8,21.2,3.3,45.2,40.3,3,-4,39.2,BALANCE,À L'ÉQUILIBRE,BALANCE,À L'ÉQUILIBRE
N7242,34.1,2.2,7.9,1,11.1,5.9,2,-1,6,SHORTAGE,PÉNURIE,SHORTAGE,PÉNURIE
N7244,21.3,1.5,5,1,7,7,1,-1,6.3,BALANCE,À L'ÉQUILIBRE,BALANCE,À L'ÉQUILIBRE
N7246,35.2,4.1,8,1,13.3,8,2,1,10.3,BALANCE,À L'ÉQUILIBRE,BALANCE,À L'ÉQUILIBRE
N7251,42.6,7.2,6,1.4,14.6,22,2,-5,19,BALANCE,À L'ÉQUILIBRE,BALANCE,À L'ÉQUILIBRE
N7252,32.7,2.9,4.4,1,8.3,10.6,0,-4,7.5,BALANCE,À L'ÉQUILIBRE,BALANCE,À L'ÉQUILIBRE
N7261,41.5,4.4,6.1,1.7,12.4,12.4,7.5,-3,16.8,BALANCE,À L'ÉQUILIBRE,BALANCE,À L'ÉQUILIBRE
N7265,109,13,16.2,4,33.2,35.3,0,-7,28.1,SHORTAGE,PÉNURIE,SHORTAGE,PÉNURIE
N7271,124.9,13.2,23.5,4.6,41,49.6,6,-17,38.8,BALANCE,À L'ÉQUILIBRE,BALANCE,À L'ÉQUILIBRE
N7272,14.3,0.2,2.8,0.7,3.2,3,2,-2,3,SURPLUS,SURPLUS,SURPLUS,SURPLUS
N7281,14.2,0.3,2,0,2.9,3.1,1,-1,4,SURPLUS,SURPLUS,SURPLUS,SURPLUS
N7282,20.5,2.3,3.1,1,6.1,5,2,-1,6,BALANCE,À L'ÉQUILIBRE,BALANCE,À L'ÉQUILIBRE
N7284,30.7,4.5,4.6,1,10.2,7.2,2.3,-1,8.3,BALANCE,À L'ÉQUILIBRE,BALANCE,À L'ÉQUILIBRE
N7291,39.1,3.2,6.1,1.5,10.9,16,2,0,18.4,BALANCE,À L'ÉQUILIBRE,SURPLUS,SURPLUS
N7294,42.7,3.5,6.8,2,11.7,12.2,4.3,0,17,BALANCE,À L'ÉQUILIBRE,SURPLUS,SURPLUS
N7295,20.3,2.5,3.2,1,6.4,5.6,2,0,7.1,BALANCE,À L'ÉQUILIBRE,BALANCE,À L'ÉQUILIBRE
N7311,88.2,5.5,18.7,3.7,27.4,16.7,3,4,23.9,BALANCE,À L'ÉQUILIBRE,BALANCE,À L'ÉQUILIBRE
N7312,57.9,6.1,12.5,2.1,21.1,22.3,1,3,26.2,BALANCE,À L'ÉQUILIBRE,BALANCE,À L'ÉQUILIBRE
N7313,31.7,4.2,6.9,1,12.3,10,2,2,13.3,BALANCE,À L'ÉQUILIBRE,BALANCE,À L'ÉQUILIBRE
N7314,16.9,0.7,3.7,1,4.8,5.9,1,1,7.3,BALANCE,À L'ÉQUILIBRE,SURPLUS,SURPLUS
N7321,124.3,6.8,20,5,31.6,42.2,6,-17,30.7,BALANCE,À L'ÉQUILIBRE,BALANCE,À L'ÉQUILIBRE
N7322,29.3,-0.2,4.5,1,5.3,6.9,1,-4,3.5,BALANCE,À L'ÉQUILIBRE,BALANCE,À L'ÉQUILIBRE
N7330,36.9,3.6,7,2,12.4,8,1,4,13.1,BALANCE,À L'ÉQUILIBRE,BALANCE,À L'ÉQUILIBRE
N7340,32,-0.1,11.3,2,13.2,5.1,3,3,11,SURPLUS,SURPLUS,SURPLUS,SURPLUS
N7350,25,1.4,6.6,1,9.1,4.9,0,2,7.1,BALANCE,À L'ÉQUILIBRE,BALANCE,À L'ÉQUILIBRE
N7360,11.2,0,2.3,0,2.5,2,0,1,3,BALANCE,À L'ÉQUILIBRE,BALANCE,À L'ÉQUILIBRE
N7370,16.7,0.5,3.7,1,5,3,0,1,4.1,BALANCE,À L'ÉQUILIBRE,BALANCE,À L'ÉQUILIBRE
N7380,29.5,-3.7,8.2,1,5.8,6,1,-1,6,SURPLUS,SURPLUS,SURPLUS,SURPLUS
N7411,291.8,23,67.1,15.7,105.7,30,18.5,37,85.3,BALANCE,À L'ÉQUILIBRE,BALANCE,À L'ÉQUILIBRE
N7412,85.4,6.8,19.6,4.7,30.9,3.8,2,17,22.8,BALANCE,À L'ÉQUILIBRE,BALANCE,À L'ÉQUILIBRE
N7413,43.2,3.7,9.9,2,15.8,3,5.5,4,12.6,BALANCE,À L'ÉQUILIBRE,BALANCE,À L'ÉQUILIBRE
N7414,69.8,-1.7,15.1,3.5,17,14.1,5.7,3,22.8,BALANCE,À L'ÉQUILIBRE,BALANCE,À L'ÉQUILIBRE
N7421,89.1,10.7,15.9,4,30.6,19.1,1,18,38.2,BALANCE,À L'ÉQUILIBRE,BALANCE,À L'ÉQUILIBRE
N7422,29.5,5.2,5.4,1,12.1,3,0,6,9,BALANCE,À L'ÉQUILIBRE,BALANCE,À L'ÉQUILIBRE
N7430,17.9,0,3.2,1,4.1,6,0,1,7,SURPLUS,SURPLUS,SURPLUS,SURPLUS
N7441,45.7,5.6,7,2,14.1,16,2,-5,13.1,BALANCE,À L'ÉQUILIBRE,BALANCE,À L'ÉQUILIBRE
N7442,36.8,1.5,5.3,1,8,12.3,1,-4,10,BALANCE,À L'ÉQUILIBRE,BALANCE,À L'ÉQUILIBRE
N7450,207.6,18.8,37.1,7.9,63.8,66.6,16.5,-37,46,SURPLUS,SURPLUS,SURPLUS,SURPLUS
N7610,144.9,14.9,15.2,4.7,34.8,74.2,10.7,-62,23.1,BALANCE,À L'ÉQUILIBRE,BALANCE,À L'ÉQUILIBRE
N7620,22.5,0.8,5,1,6.4,7,1,-3,5,SURPLUS,SURPLUS,SURPLUS,SURPLUS
N8211,5.6,-0.9,1.6,0,0.9,0,0,1,2,BALANCE,À L'ÉQUILIBRE,BALANCE,À L'ÉQUILIBRE
N8220,28.1,4.7,5.3,1,11.5,3,0,5,8.2,SHORTAGE,PÉNURIE,SHORTAGE,PÉNURIE
N8231,17.2,3.8,2.9,1,7.5,4,0,2,6,BALANCE,À L'ÉQUILIBRE,BALANCE,À L'ÉQUILIBRE
N8232,25.4,2.6,4,1,7.7,4.7,0,2,6.3,SHORTAGE,PÉNURIE,SHORTAGE,PÉNURIE
N8241,9,-0.5,2.5,0,2.4,2,0,0,2,BALANCE,À L'ÉQUILIBRE,BALANCE,À L'ÉQUILIBRE
N8251,191.2,-8,50,13.9,55.8,12,4.2,19,35.5,BALANCE,À L'ÉQUILIBRE,BALANCE,À L'ÉQUILIBRE
N8255,40.7,3.5,11.2,3,18,9,0.5,4,13.9,BALANCE,À L'ÉQUILIBRE,BALANCE,À L'ÉQUILIBRE
N8260,12.7,-0.5,4.4,1,4.8,1,0,4,5,SURPLUS,SURPLUS,SURPLUS,SURPLUS
N8410,16.2,1.7,1.5,0.7,3.9,6,0,-4,2.6,BALANCE,À L'ÉQUILIBRE,BALANCE,À L'ÉQUILIBRE
N8420,11.4,0.4,3.5,1,4.7,2,0.7,2,4.1,BALANCE,À L'ÉQUILIBRE,BALANCE,À L'ÉQUILIBRE
N8430,84.6,-2.2,10.8,3,11.3,46.7,8.7,-34,21.9,SURPLUS,SURPLUS,SURPLUS,SURPLUS
N8440,4.1,-0.5,1,0,0.1,2,0,0,2,SURPLUS,SURPLUS,SURPLUS,SURPLUS
N8611,13.4,-0.2,2,0,1.8,6.3,3,-8.4,1.2,SURPLUS,SURPLUS,SURPLUS,SURPLUS
N8612,67,7,8.6,2,18,45.6,3,-36.7,12,SURPLUS,SURPLUS,SURPLUS,SURPLUS
N8614,13.5,0.7,2,0,2.8,8,0,-7,1,BALANCE,À L'ÉQUILIBRE,SHORTAGE,PÉNURIE
N9211,27,1.8,9.9,1,12.9,2.4,1,7,10,BALANCE,À L'ÉQUILIBRE,BALANCE,À L'ÉQUILIBRE
N9213,37.7,0.9,13.5,2,16.4,2,1.7,11,14.9,BALANCE,À L'ÉQUILIBRE,BALANCE,À L'ÉQUILIBRE
N9220,51.8,0.4,16.3,2,19.1,4,1,10,15,BALANCE,À L'ÉQUILIBRE,BALANCE,À L'ÉQUILIBRE
N9230,22.6,2.2,5.9,1,9.2,5,1,4,10,BALANCE,À L'ÉQUILIBRE,BALANCE,À L'ÉQUILIBRE
N9410,24.2,0.8,6.1,1,7.9,6,2.4,-1,7.5,BALANCE,À L'ÉQUILIBRE,BALANCE,À L'ÉQUILIBRE
N9421,20.2,1.4,5.4,1,7.7,2.6,1,4,7.5,SURPLUS,SURPLUS,SURPLUS,SURPLUS
N9422,27.8,-2.2,7,1,5.5,5,7.1,-2,10,SURPLUS,SURPLUS,SURPLUS,SURPLUS
N9431,17.7,1,5.3,1,7.2,3,1,4,8,SURPLUS,SURPLUS,SURPLUS,SURPLUS
N9432,15,-1.4,3.9,1,3.1,1,1,3,5,SURPLUS,SURPLUS,SURPLUS,SURPLUS
N9440,9,-1,2.2,0,1.7,2,2,-1,3,BALANCE,À L'ÉQUILIBRE,SURPLUS,SURPLUS
N9450,21.2,-2.9,10,1,8.7,1,8.6,3,12.2,SURPLUS,SURPLUS,SURPLUS,SURPLUS
N9460,80.1,-1.2,16.9,3,18.5,17,9.3,-8,18,BALANCE,À L'ÉQUILIBRE,BALANCE,À L'ÉQUILIBRE
N9470,16.1,-1,5.5,1,5,3,3,-2,5,SURPLUS,SURPLUS,SURPLUS,SURPLUS
N9481,8.4,1.1,2,0,3,1,0,0,2,BALANCE,À L'ÉQUILIBRE,SHORTAGE,PÉNURIE
N9482,34.9,2.7,7.3,1,11.6,7,8.6,1,16.2,BALANCE,À L'ÉQUILIBRE,SURPLUS,SURPLUS
N9483,22.7,0.2,4.6,1,5.6,3,6.1,2,11.7,BALANCE,À L'ÉQUILIBRE,SURPLUS,SURPLUS
N9484,34,2.6,7.2,1,11.1,8,4,2,14,BALANCE,À L'ÉQUILIBRE,BALANCE,À L'ÉQUILIBRE
N9490,90.4,3.1,22.4,4,29.6,18.1,17.5,-5,30.4,SURPLUS,SURPLUS,SURPLUS,SURPLUS
N9510,88.3,2.8,21.8,3.8,28.2,15.3,10.1,2,28.1,BALANCE,À L'ÉQUILIBRE,BALANCE,À L'ÉQUILIBRE
N9611,28.8,0.4,5.5,1,7,9,2,-7,4.2,BALANCE,À L'ÉQUILIBRE,BALANCE,À L'ÉQUILIBRE
N9613,15.8,0.4,3,1,4,5,4.3,-7,2.6,SURPLUS,SURPLUS,SURPLUS,SURPLUS
N9614,19.9,0.5,3.8,1,5.1,6,1.6,-4,3,SURPLUS,SURPLUS,SURPLUS,SURPLUS
N9616,45.9,-4.4,8.2,2,5.5,10.7,19.5,-22.1,7.8,SURPLUS,SURPLUS,SURPLUS,SURPLUS
N9617,52.5,-1.5,9.6,2,10.1,13.2,14.5,-21.3,6.5,SURPLUS,SURPLUS,SURPLUS,SURPLUS
